pc_id,size,annotated,keys
PC_03682,3,3.0,hypothetical_protein (3)
PC_03683,3,3.0,hypothetical_protein (3)
PC_03684,3,3.0,hypothetical_protein (3)
PC_03685,3,3.0,hypothetical_protein (1); abortive_infection_resistance_protein (2)
PC_03686,3,3.0,hypothetical_protein (3)
PC_03687,3,3.0,hypothetical_protein (3)
PC_03688,3,3.0,HNH_endonuclease (3)
PC_03689,3,3.0,hypothetical_protein (3)
PC_03690,3,3.0,hypothetical_protein (3)
PC_03691,3,3.0,hypothetical_protein (3)
PC_03692,3,3.0,Erf-like_ssDNA_annealing_protein (2); hypothetical_protein (1)
PC_03693,3,3.0,hypothetical_protein (3)
PC_03694,3,3.0,hypothetical_protein (3)
PC_03695,3,3.0,hypothetical_protein (3)
PC_03696,3,3.0,hypothetical_protein (3)
PC_03697,3,3.0,hypothetical_protein (3)
PC_03698,3,3.0,hypothetical_protein (3)
PC_03699,3,3.0,hypothetical_protein (3)
PC_03700,3,3.0,hypothetical_protein (3)
PC_03701,3,3.0,hypothetical_protein (3)
PC_03702,3,3.0,hypothetical_protein (3)
PC_03703,3,3.0,hypothetical_protein (3)
PC_03704,3,3.0,hypothetical_protein (2); metallo-protease (1)
PC_03705,3,3.0,hypothetical_protein (3)
PC_03706,3,3.0,hypothetical_protein (3)
PC_03707,3,3.0,hypothetical_protein (3)
PC_03708,3,3.0,hypothetical_protein (3)
PC_03709,3,3.0,hypothetical_protein (3)
PC_03710,3,3.0,hypothetical_protein (3)
PC_03711,3,3.0,tail_protein (3)
PC_03712,3,3.0,virion_structural_protein (2); hypothetical_protein (1)
PC_03713,3,3.0,hypothetical_protein (3)
PC_03714,3,3.0,hypothetical_protein (3)
PC_03715,3,3.0,hypothetical_protein (3)
PC_03716,3,3.0,unknown_function (3)
PC_03717,3,3.0,ParB-like_partition_protein (3)
PC_03718,3,3.0,hypothetical_protein (3)
PC_03719,3,3.0,baseplate_protein (3)
PC_03720,3,3.0,tRNA_methyltransferase (3)
PC_03721,3,3.0,hypothetical_protein (3)
PC_03722,3,3.0,hypothetical_protein (3)
PC_03723,3,3.0,hypothetical_protein (3)
PC_03724,3,3.0,major_head_protein (3)
PC_03725,3,3.0,terminase_large_subunit (3)
PC_03726,3,3.0,terminase_large_subunit (3)
PC_03727,3,3.0,lipoprotein (3)
PC_03728,3,3.0,Rz-like_spanin (2); hypothetical_protein (1)
PC_03729,3,3.0,membrane_protein (3)
PC_03730,3,3.0,RusA-like_Holliday_junction_resolvase (3)
PC_03731,3,3.0,terminase_large_subunit (3)
PC_03732,3,3.0,endonuclease (3)
PC_03733,3,3.0,major_tail_protein (3)
PC_03734,3,3.0,hypothetical_protein (3)
PC_03735,3,3.0,hypothetical_protein (3)
PC_03736,3,3.0,exonuclease_recombination-associated (3)
PC_03737,3,3.0,Lar-like_restriction_alleviation_protein (3)
PC_03738,3,3.0,replication (3)
PC_03739,3,3.0,hypothetical_protein (3)
PC_03740,3,3.0,transcriptional_regulator (3)
PC_03741,3,3.0,hypothetical_protein (1); terminase_small_subunit (2)
PC_03742,3,3.0,hypothetical_protein (2); anti-repressor_Ant (1)
PC_03743,3,3.0,hypothetical_protein (3)
PC_03744,3,3.0,hypothetical_protein (3)
PC_03745,3,3.0,holin (3)
PC_03746,3,3.0,hypothetical_protein (3)
PC_03747,3,3.0,hypothetical_protein (3)
PC_03748,3,3.0,hypothetical_protein (3)
PC_03749,3,3.0,hypothetical_protein (3)
PC_03750,3,3.0,hypothetical_protein (3)
PC_03751,3,3.0,head_scaffolding_protein (3)
PC_03752,3,3.0,hypothetical_protein (3)
PC_03753,3,3.0,hypothetical_protein (3)
PC_03754,3,3.0,hypothetical_protein (3)
PC_03755,3,3.0,baseplate_hub_protein_Tal (3)
PC_03756,3,3.0,hypothetical_protein (3)
PC_03757,3,3.0,hypothetical_protein (3)
PC_03758,3,3.0,hypothetical_protein (3)
PC_03759,3,3.0,hypothetical_protein (3)
PC_03760,3,3.0,hypothetical_protein (3)
PC_03761,3,3.0,hypothetical_protein (3)
PC_03762,3,3.0,hypothetical_protein (3)
PC_03763,3,3.0,hypothetical_protein (3)
PC_03764,3,3.0,major_tail_protein (3)
PC_03765,3,3.0,tail_completion_or_Neck1_protein (3)
PC_03766,3,3.0,hypothetical_protein (3)
PC_03767,3,3.0,Rz-like_spanin (3)
PC_03768,3,3.0,tail_length_tape_measure_protein (3)
PC_03769,3,3.0,hypothetical_protein (3)
PC_03770,3,3.0,hypothetical_protein (3)
PC_03771,3,3.0,DNA_primase (3)
PC_03772,3,3.0,DNA_primase (3)
PC_03773,3,3.0,DNA_primase (3)
PC_03774,3,3.0,hypothetical_protein (3)
PC_03775,3,3.0,hypothetical_protein (3)
PC_03776,3,3.0,hypothetical_protein (3)
PC_03777,3,3.0,hypothetical_protein (3)
PC_03778,3,3.0,head-tail_adaptor_Ad1 (3)
PC_03779,3,3.0,hypothetical_protein (3)
PC_03780,3,3.0,hypothetical_protein (3)
PC_03781,3,3.0,hypothetical_protein (3)
PC_03782,3,3.0,tail_fiber_assembly (1); tail_fiber_assembly_protein (1); hypothetical_protein (1)
PC_03783,3,3.0,head-tail_adaptor_Ad1 (3)
PC_03784,3,3.0,hypothetical_protein (3)
PC_03785,3,3.0,hypothetical_protein (3)
PC_03786,3,3.0,hypothetical_protein (3)
PC_03787,3,3.0,hypothetical_protein (3)
PC_03788,3,3.0,hypothetical_protein (3)
PC_03789,3,3.0,hypothetical_protein (3)
PC_03790,3,3.0,hypothetical_protein (3)
PC_03791,3,3.0,hypothetical_protein (3)
PC_03792,3,3.0,hypothetical_protein (3)
PC_03793,3,3.0,hypothetical_protein (3)
PC_03794,3,3.0,hypothetical_protein (3)
PC_03795,3,3.0,hypothetical_protein (3)
PC_03796,3,3.0,GTP-binding_domain_protein (3)
PC_03797,3,3.0,hypothetical_protein (3)
PC_03798,3,3.0,hypothetical_protein (3)
PC_03799,3,3.0,hypothetical_protein (3)
PC_03800,3,3.0,hypothetical_protein (3)
PC_03801,3,3.0,hypothetical_protein (3)
PC_03802,3,3.0,hypothetical_protein (3)
PC_03803,3,3.0,hypothetical_protein (3)
PC_03804,3,3.0,DNA_primase (3)
PC_03805,3,3.0,hypothetical_protein (3)
PC_03806,3,3.0,plasmid_antitoxin_with_HTH_domain_protein (3)
PC_03807,3,3.0,hypothetical_protein (3)
PC_03808,3,3.0,hypothetical_protein (1); tail_protein (2)
PC_03809,3,3.0,head_closure (3)
PC_03810,3,3.0,hypothetical_protein (3)
PC_03811,3,3.0,hypothetical_protein (3)
PC_03812,3,3.0,hypothetical_protein (3)
PC_03813,3,3.0,hypothetical_protein (3)
PC_03814,3,3.0,hypothetical_protein (3)
PC_03815,3,3.0,hypothetical_protein (3)
PC_03816,3,3.0,hypothetical_protein (3)
PC_03817,3,3.0,hypothetical_protein (3)
PC_03818,3,3.0,hypothetical_protein (3)
PC_03819,3,3.0,hypothetical_protein (3)
PC_03820,3,3.0,hypothetical_protein (3)
PC_03821,3,3.0,hypothetical_protein (3)
PC_03822,3,3.0,hypothetical_protein (3)
PC_03823,3,3.0,excisionase (3)
PC_03824,3,3.0,hypothetical_protein (3)
PC_03825,3,3.0,hypothetical_protein (3)
PC_03826,3,3.0,hypothetical_protein (3)
PC_03827,3,3.0,hypothetical_protein (3)
PC_03828,3,3.0,hypothetical_protein (3)
PC_03829,3,3.0,hypothetical_protein (3)
PC_03830,3,3.0,virion_structural_protein (3)
PC_03831,3,3.0,hypothetical_protein (3)
PC_03832,3,3.0,hypothetical_protein (2); anti-repressor_Ant (1)
PC_03833,3,3.0,hypothetical_protein (3)
PC_03834,3,3.0,tail_fiber_protein (1); tail_protein (2)
PC_03835,3,3.0,hypothetical_protein (3)
PC_03836,3,3.0,hypothetical_protein (3)
PC_03837,3,3.0,RexA-like_exclusion_protein (1); hypothetical_protein (2)
PC_03838,3,3.0,hypothetical_protein (3)
PC_03839,3,3.0,hypothetical_protein (3)
PC_03840,3,3.0,hypothetical_protein (3)
PC_03841,3,3.0,hypothetical_protein (3)
PC_03842,3,3.0,hypothetical_protein (3)
PC_03843,3,3.0,structural_protein (3)
PC_03844,3,3.0,baseplate_protein (3)
PC_03845,3,3.0,hypothetical_protein (3)
PC_03846,3,3.0,hypothetical_protein (3)
PC_03847,3,3.0,threonine_dehydratase (3)
PC_03848,3,3.0,hypothetical_protein (3)
PC_03849,3,3.0,hypothetical_protein (3)
PC_03850,3,3.0,hypothetical_protein (3)
PC_03851,3,3.0,hypothetical_protein (3)
PC_03852,3,3.0,hypothetical_protein (3)
PC_03853,3,3.0,DNA_helicase (3)
PC_03854,3,3.0,hypothetical_protein (3)
PC_03855,3,3.0,hypothetical_protein (3)
PC_03856,3,3.0,hypothetical_protein (3)
PC_03857,3,3.0,hypothetical_protein (3)
PC_03858,3,3.0,hypothetical_protein (3)
PC_03859,3,3.0,hypothetical_protein (3)
PC_03860,3,3.0,hypothetical_protein (3)
PC_03861,3,3.0,hypothetical_protein (3)
PC_03862,3,3.0,hypothetical_protein (3)
PC_03863,3,3.0,hypothetical_protein (3)
PC_03864,3,3.0,hypothetical_protein (3)
PC_03865,3,3.0,hypothetical_protein (3)
PC_03866,3,3.0,DNA_helicase (3)
PC_03867,3,3.0,hypothetical_protein (3)
PC_03868,3,3.0,hypothetical_protein (3)
PC_03869,3,3.0,hypothetical_protein (3)
PC_03870,3,3.0,hypothetical_protein (3)
PC_03871,3,3.0,hypothetical_protein (3)
PC_03872,3,3.0,hypothetical_protein (3)
PC_03873,3,3.0,hypothetical_protein (3)
PC_03874,3,3.0,hypothetical_protein (3)
PC_03875,3,3.0,hypothetical_protein (3)
PC_03876,3,3.0,hypothetical_protein (3)
PC_03877,3,3.0,hypothetical_protein (3)
PC_03878,3,3.0,hypothetical_protein (3)
PC_03879,3,3.0,hypothetical_protein (3)
PC_03880,3,3.0,hypothetical_protein (3)
PC_03881,3,3.0,hypothetical_protein (3)
PC_03882,3,3.0,hypothetical_protein (3)
PC_03883,3,3.0,hypothetical_protein (3)
PC_03884,3,3.0,hypothetical_protein (3)
PC_03885,3,3.0,hypothetical_protein (3)
PC_03886,3,3.0,hypothetical_protein (3)
PC_03887,3,3.0,chaperonin_groEL (2); hypothetical_protein (1)
PC_03888,3,3.0,hypothetical_protein (3)
PC_03889,3,3.0,holin (3)
PC_03890,3,3.0,hypothetical_protein (3)
PC_03891,3,3.0,hypothetical_protein (3)
PC_03892,3,3.0,hypothetical_protein (3)
PC_03893,3,3.0,virion_structural_protein (3)
PC_03894,3,3.0,hypothetical_protein (3)
PC_03895,3,3.0,hypothetical_protein (3)
PC_03896,3,3.0,hypothetical_protein (3)
PC_03897,3,3.0,hypothetical_protein (3)
PC_03898,3,3.0,hypothetical_protein (3)
PC_03899,3,3.0,hypothetical_protein (3)
PC_03900,3,3.0,hypothetical_protein (3)
PC_03901,3,3.0,hypothetical_protein (3)
PC_03902,3,3.0,hypothetical_protein (3)
PC_03903,3,3.0,hypothetical_protein (3)
PC_03904,3,3.0,hypothetical_protein (3)
PC_03905,3,3.0,hypothetical_protein (3)
PC_03906,3,3.0,hypothetical_protein (3)
PC_03907,3,3.0,hypothetical_protein (3)
PC_03908,3,3.0,hypothetical_protein (3)
PC_03909,3,3.0,hypothetical_protein (3)
PC_03910,3,3.0,head-tail_adaptor_Ad1 (3)
PC_03911,3,3.0,hypothetical_protein (3)
PC_03912,3,3.0,hypothetical_protein (3)
PC_03913,3,3.0,holin (3)
PC_03914,3,3.0,hypothetical_protein (3)
PC_03915,3,3.0,virion_structural_protein (3)
PC_03916,3,3.0,hypothetical_protein (3)
PC_03917,3,3.0,hypothetical_protein (3)
PC_03918,3,3.0,hypothetical_protein (3)
PC_03919,3,3.0,RIIB_lysis_inhibitor (3)
PC_03920,3,3.0,hypothetical_protein (3)
PC_03921,3,3.0,hypothetical_protein (3)
PC_03922,3,3.0,hypothetical_protein (3)
PC_03923,3,3.0,hypothetical_protein (3)
PC_03924,3,3.0,integrase (3)
PC_03925,3,3.0,exonuclease (2); hypothetical_protein (1)
PC_03926,3,3.0,exonuclease (3)
PC_03927,3,3.0,hypothetical_protein (3)
PC_03928,3,3.0,peptidase_HslV_family_protein (3)
PC_03929,3,3.0,tail_spike_protein (1); hypothetical_protein (1); tail_fiber_protein (1)
PC_03930,3,3.0,hypothetical_protein (3)
PC_03931,3,3.0,hypothetical_protein (3)
PC_03932,3,3.0,hypothetical_protein (3)
PC_03933,3,3.0,portal_protein (3)
PC_03934,3,3.0,hypothetical_protein (3)
PC_03935,3,3.0,hypothetical_protein (3)
PC_03936,3,3.0,chaperonin_groEL (3)
PC_03937,3,3.0,DNA_primase (2); DNA_helicase (1)
PC_03938,3,3.0,hypothetical_protein (1); DNA_ejection (2)
PC_03939,3,3.0,head_morphogenesis (3)
PC_03940,3,3.0,hypothetical_protein (3)
PC_03941,3,3.0,hypothetical_protein (3)
PC_03942,3,3.0,ribonucleoside_diphosphate_reductase_small_subunit (3)
PC_03943,3,3.0,hypothetical_protein (3)
PC_03944,3,3.0,ATPase (3)
PC_03945,3,3.0,virion_structural_protein (3)
PC_03946,3,3.0,hypothetical_protein (3)
PC_03947,3,3.0,unknown_function (1); single_strand_DNA_binding_protein (2)
PC_03948,3,3.0,DNA_repair_protein (1); UvsX-like_recombinase (2)
PC_03949,3,3.0,translation_repressor (3)
PC_03950,3,3.0,clamp_loader_of_DNA_polymerase (3)
PC_03951,3,3.0,DNA_polymerase_processivity_factor (3)
PC_03952,3,3.0,late_sigma_transcription_factor (3)
PC_03953,3,3.0,RNA-binding_protein (3)
PC_03954,3,3.0,hypothetical_protein (3)
PC_03955,3,3.0,deoxynucleoside_monophosphate_kinase (3)
PC_03956,3,3.0,hypothetical_protein (3)
PC_03957,3,3.0,head-tail_adaptor_Ad2 (3)
PC_03958,3,3.0,head_closure_Hc2 (3)
PC_03959,3,3.0,tail_sheath_stabilizer (3)
PC_03960,3,3.0,terminase_large_subunit (3)
PC_03961,3,3.0,portal_protein (3)
PC_03962,3,3.0,head_maturation_protease (3)
PC_03963,3,3.0,major_head_protein (3)
PC_03964,3,3.0,RNA_ligase (3)
PC_03965,3,3.0,DNA_helicase (3)
PC_03966,3,3.0,endolysin (3)
PC_03967,3,3.0,hypothetical_protein (2); tail_fiber_protein (1)
PC_03968,3,3.0,hypothetical_protein (3)
PC_03969,3,3.0,hypothetical_protein (3)
PC_03970,3,3.0,hypothetical_protein (3)
PC_03971,3,3.0,major_tail_protein (3)
PC_03972,3,3.0,terminase_large_subunit (3)
PC_03973,3,3.0,hypothetical_protein (3)
PC_03974,3,3.0,hypothetical_protein (3)
PC_03975,3,3.0,replication_initiation_O-like_protein (2); DnaD-like_helicase_loader (1)
PC_03976,3,3.0,hypothetical_protein (3)
PC_03977,3,3.0,hypothetical_protein (3)
PC_03978,3,3.0,hypothetical_protein (3)
PC_03979,3,3.0,hypothetical_protein (3)
PC_03980,3,3.0,hypothetical_protein (3)
PC_03981,3,3.0,hypothetical_protein (2); head_decoration (1)
PC_03982,3,3.0,hypothetical_protein (3)
PC_03983,3,3.0,hypothetical_protein (3)
PC_03984,3,3.0,hypothetical_protein (3)
PC_03985,3,3.0,acetyl-CoA_acetyltransferase (3)
PC_03986,3,3.0,nucleotidyltransferase (3)
PC_03987,3,3.0,hypothetical_protein (3)
PC_03988,3,3.0,holin (3)
PC_03989,3,3.0,hypothetical_protein (3)
PC_03990,3,3.0,hypothetical_protein (3)
PC_03991,3,3.0,hypothetical_protein (3)
PC_03992,3,3.0,hypothetical_protein (3)
PC_03993,3,3.0,HNH_endonuclease (3)
PC_03994,3,3.0,hypothetical_protein (3)
PC_03995,3,3.0,hypothetical_protein (3)
PC_03996,3,3.0,Rz-like_spanin (3)
PC_03997,3,3.0,hypothetical_protein (3)
PC_03998,3,3.0,Mu_Gam-like_end_protection (3)
PC_03999,3,3.0,hypothetical_protein (3)
PC_04000,3,3.0,hypothetical_protein (3)
PC_04001,3,3.0,endonuclease (1); hypothetical_protein (2)
PC_04002,3,3.0,Rz-like_spanin (3)
PC_04003,3,3.0,minor_tail_protein (3)
PC_04004,3,3.0,minor_tail_protein (3)
PC_04005,3,3.0,hypothetical_protein (2); phosphofructokinase (1)
PC_04006,3,3.0,hypothetical_protein (3)
PC_04007,3,3.0,holin (3)
PC_04008,3,3.0,hypothetical_protein (3)
PC_04009,3,3.0,phosphoadenosine_phosphosulfate_reductase (3)
PC_04010,3,3.0,baseplate_protein (3)
PC_04011,3,3.0,thymidylate_synthase (3)
PC_04012,3,3.0,hypothetical_protein (3)
PC_04013,3,3.0,RNA-dependent_RNA_polymerase (3)
PC_04014,3,3.0,exonuclease (3)
PC_04015,3,3.0,hypothetical_protein (3)
PC_04016,3,3.0,hypothetical_protein (3)
PC_04017,3,3.0,hypothetical_protein (3)
PC_04018,3,3.0,hypothetical_protein (3)
PC_04019,3,3.0,SAM-dependent_methyltransferase (3)
PC_04020,3,3.0,hypothetical_protein (3)
PC_04021,3,3.0,hypothetical_protein (3)
PC_04022,3,3.0,internal_virion_protein (3)
PC_04023,3,3.0,internal_virion_protein (3)
PC_04024,3,3.0,tail_spike_protein_with_colonic_acid_degradation_activity (1); colanic_acid_degradation (1); tail_spike_protein (1)
PC_04025,3,3.0,hypothetical_protein (3)
PC_04026,3,3.0,Rz-like_spanin (3)
PC_04027,3,3.0,tail_completion_or_Neck1_protein (3)
PC_04028,3,3.0,superinfection_exclusion (3)
PC_04029,3,3.0,hypothetical_protein (3)
PC_04030,3,3.0,minor_head_protein (3)
PC_04031,3,3.0,tail_length_tape_measure_protein (3)
PC_04032,3,3.0,hypothetical_protein (3)
PC_04033,3,3.0,hypothetical_protein (2); endolysin (1); _inhibits_RNA_polymerase (1)
PC_04034,3,3.0,virion_structural_protein (3)
PC_04035,3,3.0,internal_virion_protein (3)
PC_04036,3,3.0,hypothetical_protein (3)
PC_04037,3,3.0,hypothetical_protein (3)
PC_04038,3,3.0,Sak-like_ssDNA_annealing_protein (3)
PC_04039,3,3.0,hypothetical_protein (3)
PC_04040,3,3.0,head-tail_adaptor (3)
PC_04041,3,3.0,minor_head_protein (3)
PC_04042,3,3.0,minor_head_protein (3)
PC_04043,3,3.0,tail_appendage (3)
PC_04044,3,3.0,endolysin (3)
PC_04045,3,3.0,hypothetical_protein (3)
PC_04046,3,3.0,tail_length_tape_measure_protein (3)
PC_04047,3,3.0,hypothetical_protein (1); DNA_primase (2)
PC_04048,3,3.0,hypothetical_protein (3)
PC_04049,3,3.0,tail_assembly_chaperone (3)
PC_04050,3,3.0,hypothetical_protein (3)
PC_04051,3,3.0,hypothetical_protein (3)
PC_04052,3,3.0,transcriptional_regulator (2); hypothetical_protein (1)
PC_04053,3,3.0,hypothetical_protein (3)
PC_04054,3,3.0,hypothetical_protein (2); tail_fiber_protein (1)
PC_04055,3,3.0,hypothetical_protein (3)
PC_04056,3,3.0,major_head_protein (3)
PC_04057,3,3.0,hypothetical_protein (3)
PC_04058,3,3.0,hypothetical_protein (3)
PC_04059,3,3.0,head-tail_adaptor (3)
PC_04060,3,3.0,hypothetical_protein (3)
PC_04061,3,3.0,hypothetical_protein (3)
PC_04062,3,3.0,hypothetical_protein (3)
PC_04063,3,3.0,ribosomal_protein_S6_glutaminyl_transferase (3)
PC_04064,3,3.0,hypothetical_protein (3)
PC_04065,3,3.0,hypothetical_protein (3)
PC_04066,3,3.0,hypothetical_protein (3)
PC_04067,3,3.0,hypothetical_protein (3)
PC_04068,3,3.0,hypothetical_protein (3)
PC_04069,3,3.0,exonuclease (2); hypothetical_protein (1)
PC_04070,3,3.0,nucleoside_triphosphate_pyrophosphohydrolase (3)
PC_04071,3,3.0,hypothetical_protein (3)
PC_04072,3,3.0,hypothetical_protein (3)
PC_04073,3,3.0,hypothetical_protein (3)
PC_04074,3,3.0,DNA_helicase (3)
PC_04075,3,3.0,hypothetical_protein (3)
PC_04076,3,3.0,hypothetical_protein (3)
PC_04077,3,3.0,metal-dependent_phosphohydrolase (3)
PC_04078,3,3.0,hypothetical_protein (3)
PC_04079,3,3.0,hypothetical_protein (3)
PC_04080,3,3.0,tail_sheath (3)
PC_04081,3,3.0,virion_structural_protein (3)
PC_04082,3,3.0,hypothetical_protein (3)
PC_04083,3,3.0,hypothetical_protein (3)
PC_04084,3,3.0,hypothetical_protein (3)
PC_04085,3,3.0,hypothetical_protein (3)
PC_04086,3,3.0,hypothetical_protein (3)
PC_04087,3,3.0,hypothetical_protein (3)
PC_04088,3,3.0,glycosyltransferase (3)
PC_04089,3,3.0,glycosyltransferase (3)
PC_04090,3,3.0,hypothetical_protein (3)
PC_04091,3,3.0,hypothetical_protein (3)
PC_04092,3,3.0,hypothetical_protein (3)
PC_04093,3,3.0,hypothetical_protein (3)
PC_04094,3,3.0,hypothetical_protein (3)
PC_04095,3,3.0,hypothetical_protein (3)
PC_04096,3,3.0,single_strand_DNA_binding_protein (3)
PC_04097,3,3.0,hypothetical_protein (3)
PC_04098,3,3.0,integrase (3)
PC_04099,3,3.0,virion_structural_protein (3)
PC_04100,3,3.0,hypothetical_protein (3)
PC_04101,3,3.0,hypothetical_protein (3)
PC_04102,3,3.0,hypothetical_protein (3)
PC_04103,3,3.0,hypothetical_protein (3)
PC_04104,3,3.0,hypothetical_protein (3)
PC_04105,3,3.0,membrane_protein (3)
PC_04106,3,3.0,hypothetical_protein (3)
PC_04107,3,3.0,major_tail_protein (3)
PC_04108,3,3.0,endolysin (3)
PC_04109,3,3.0,endolysin (1); hypothetical_protein (2)
PC_04110,3,3.0,hypothetical_protein (3)
PC_04111,3,3.0,hypothetical_protein (3)
PC_04112,3,3.0,hypothetical_protein (3)
PC_04113,3,3.0,hypothetical_protein (3)
PC_04114,3,3.0,Gp2.5-like_ssDNA_binding_protein_and_ssDNA_annealing_protein (3)
PC_04115,3,3.0,hypothetical_protein (3)
PC_04116,3,3.0,hypothetical_protein (3)
PC_04117,3,3.0,hypothetical_protein (3)
PC_04118,3,3.0,hypothetical_protein (3)
PC_04119,3,3.0,tail_protein (3)
PC_04120,3,3.0,hypothetical_protein (3)
PC_04121,3,3.0,hypothetical_protein (3)
PC_04122,3,3.0,hypothetical_protein (3)
PC_04123,3,3.0,hypothetical_protein (3)
PC_04124,3,3.0,hypothetical_protein (3)
PC_04125,3,3.0,hypothetical_protein (3)
PC_04126,3,3.0,tail_protein (3)
PC_04127,3,3.0,major_head_protein (3)
PC_04128,3,3.0,hypothetical_protein (3)
PC_04129,3,3.0,hypothetical_protein (3)
PC_04130,3,3.0,hypothetical_protein (3)
PC_04131,3,3.0,CsrA-like_regulator (2); hypothetical_protein (1)
PC_04132,3,3.0,hypothetical_protein (3)
PC_04133,3,3.0,minor_head_protein (3)
PC_04134,3,3.0,tail_assembly_chaperone (3)
PC_04135,3,3.0,virion_structural_protein (3)
PC_04136,3,3.0,baseplate_protein (3)
PC_04137,3,3.0,hypothetical_protein (3)
PC_04138,3,3.0,hypothetical_protein (3)
PC_04139,3,3.0,hypothetical_protein (3)
PC_04140,3,3.0,hypothetical_protein (3)
PC_04141,3,3.0,holin/anti-holin (3)
PC_04142,3,3.0,hypothetical_protein (1); Rha-like_transcriptional_regulator (2)
PC_04143,3,3.0,hypothetical_protein (3)
PC_04144,3,3.0,hypothetical_protein (3)
PC_04145,3,3.0,hypothetical_protein (3)
PC_04146,3,3.0,hypothetical_protein (3)
PC_04147,3,3.0,hypothetical_protein (3)
PC_04148,3,3.0,hypothetical_protein (3)
PC_04149,3,3.0,Erf_recombination_cofactor_Arf (3)
PC_04150,3,3.0,hypothetical_protein (3)
PC_04151,3,3.0,DnaC-like_helicase_loader (3)
PC_04152,3,3.0,Sak4-like_ssDNA_annealing_protein (3)
PC_04153,3,3.0,holin (3)
PC_04154,3,3.0,hypothetical_protein (3)
PC_04155,3,3.0,hypothetical_protein (3)
PC_04156,3,3.0,major_head_protein (3)
PC_04157,3,3.0,hypothetical_protein (3)
PC_04158,3,3.0,queuine_tRNA-ribosyltransferase (3)
PC_04159,3,3.0,hypothetical_protein (3)
PC_04160,3,3.0,hypothetical_protein (3)
PC_04161,3,3.0,hypothetical_protein (3)
PC_04162,3,3.0,DNA_invertase (3)
PC_04163,3,3.0,hypothetical_protein (3)
PC_04164,3,3.0,tail_assembly_chaperone (3)
PC_04165,3,3.0,hypothetical_protein (3)
PC_04166,3,3.0,major_tail_protein_with_Ig-like_domain_protein (3)
PC_04167,3,3.0,hypothetical_protein (3)
PC_04168,3,3.0,hypothetical_protein (3)
PC_04169,3,3.0,hypothetical_protein (3)
PC_04170,3,3.0,hypothetical_protein (3)
PC_04171,3,3.0,hypothetical_protein (3)
PC_04172,3,3.0,hypothetical_protein (3)
PC_04173,3,3.0,hypothetical_protein (3)
PC_04174,3,3.0,hypothetical_protein (3)
PC_04175,3,3.0,hypothetical_protein (3)
PC_04176,3,3.0,hypothetical_protein (3)
PC_04177,3,3.0,hypothetical_protein (3)
PC_04178,3,3.0,hypothetical_protein (3)
PC_04179,3,3.0,hypothetical_protein (3)
PC_04180,3,3.0,hypothetical_protein (3)
PC_04181,3,3.0,hypothetical_protein (3)
PC_04182,3,3.0,hypothetical_protein (3)
PC_04183,3,3.0,hypothetical_protein (3)
PC_04184,3,3.0,hypothetical_protein (3)
PC_04185,3,3.0,hypothetical_protein (3)
PC_04186,3,3.0,hypothetical_protein (3)
PC_04187,3,3.0,hypothetical_protein (3)
PC_04188,3,3.0,hypothetical_protein (3)
PC_04189,3,3.0,hypothetical_protein (3)
PC_04190,3,3.0,hypothetical_protein (3)
PC_04191,3,3.0,hypothetical_protein (3)
PC_04192,3,3.0,virion_structural_protein (3)
PC_04193,3,3.0,HNH_endonuclease (3)
PC_04194,3,3.0,hypothetical_protein (3)
PC_04195,3,3.0,endonuclease (3)
PC_04196,3,3.0,hypothetical_protein (3)
PC_04197,3,3.0,hypothetical_protein (3)
